id,movie_id,imdb_id,title,description,genres
118,27205,1375666,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","[28, 12, 878]"
119,396535,5700672,Train to Busan,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survivalâ€¦","[28, 27, 53]"
120,87101,1340138,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.","[28, 12, 878, 53]"
121,392044,3402236,Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,"[80, 18, 9648]"
122,460229,7144296,Kiss and Kill,"A reckless night of indiscretion and lust leads a woman into the dark world of blackmail and murder. When revealing photos of her sexual tryst unexpectedly surface, Katy is forced to submit to whatever her tormentors desire.","[9648, 53]"
123,335983,1270797,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","[28, 878]"
124,486589,4429160,Red Shoes,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.","[16, 10749]"
125,293660,1431045,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","[28, 12, 35]"
126,454983,3799232,The Kissing Booth,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.","[35, 10749]"
127,244786,2582802,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","[18, 10402]"
128,278,111161,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","[18, 80]"
129,608826,11203468,Saekano: How to Raise a Boring Girlfriend Fine,"The conclusion to the ""Saenai Heroine no Sodatekata"" series.",[16]
130,12445,1201607,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","[14, 12]"
131,535292,8688634,21 Bridges,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.","[28, 80, 18]"
132,6479,480249,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.","[28, 18, 27, 878, 53]"
133,520765,8116640,Go Karts,"Jack is a charismatic larrikin who has just discovered the one thing he's really good at â€” go-kart racing. With the support of his mentor, Patrick, an old race car driver with a secret past, and his best mates Colin and Mandy, Jack must learn to control his recklessness if he is to defeat the best drivers in Australia, including the ruthless champion Dean, and win the National title.",[10751]
134,575771,5687236,Blood Will Tell,Thriller about a family whose ties are put to the test when the patriarchâ€™s wife dies.,"[18, 9648, 53]"
135,228150,2713180,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","[28, 18, 10752]"
136,666750,9711106,Dragonheart: Vengeance,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",[14]
137,166428,2386490,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothlessâ€™ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccupâ€™s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","[12, 16, 10751]"
138,590497,10102350,2 Gisht MjaltÃ«,"The story of a couple trying to realize a honeymoon in the Caribbean, but a mistake in buying tickets makes them wander the streets of southern Albania experiencing many different vicissitudes.",[35]
139,383498,5463162,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"[28, 12, 35]"
140,587853,9894394,Upin & Ipin: Keris Siamang Tunggal,"This new adventure film tells of the adorable twin brothers Upin and Ipin together with their friends Ehsan, Fizi, Mail, Jarjit, Mei Mei, and Susanti, and their quest to save a fantastical kingdom of Inderaloka from the evil Raja Bersiong. It all begins when Upin, Ipin, and their friends stumble upon a mystical kris that leads them straight into the kingdom. While trying to find their way back home, they are suddenly burdened with the task of restoring the kingdom back to its former glory. With help from Mat Jenin and Belalang, Upin, Ipin and their friends must overcome a series of challenging obstacles in this action-packed, magical and humorous adventure film produced by Lesâ€™ Copaque Production Sdn. Bhd",[]
141,324552,4425200,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassinsâ€™ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the worldâ€™s most dangerous killers.","[28, 80, 53]"
142,627,117951,Trainspotting,"Mark Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","[18, 80]"
143,543540,8201170,The Perfect Date,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.","[10749, 35]"
144,18,119116,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","[28, 12, 14, 878, 53]"
145,528888,8526872,Dolemite Is My Name,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.","[35, 18, 36]"
146,71805,99816,Shipwrecked,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,"[12, 10751]"
